15 6367 27941
0 47 0.194404 -0.285132
1 47 0.216816 -0.320792
0 48 -0.221241 -0.282075
1 48 -0.190679 -0.326905
0 49 -0.240597 -0.281056
1 49 -0.206979 -0.325886
0 50 -0.236522 -0.281056
1 50 -0.203922 -0.326905
0 51 -0.231428 -0.281056
1 51 -0.200866 -0.326905
0 52 -0.248747 -0.279019
1 52 -0.216147 -0.324867
0 53 -0.220222 -0.279019
1 53 -0.18966 -0.323849
0 54 -0.0592616 -0.279019
1 54 -0.0358306 -0.311622
0 55 0.0120501 -0.279019
1 55 0.0334436 -0.293283
0 56 -0.245691 -0.278
1 56 -0.213091 -0.323849
0 57 -0.242634 -0.278
1 57 -0.210035 -0.323849
0 58 0.479651 -0.276981
1 58 0.491876 -0.311622
0 59 0.482707 -0.276981
1 59 0.494932 -0.312641
0 60 -0.244672 -0.274943
1 60 -0.213091 -0.320792
0 61 0.490857 -0.273924
1 61 0.501044 -0.310603
0 62 -0.0704677 -0.272905
1 62 -0.0439805 -0.305509
0 63 -0.216147 -0.271887
1 63 -0.183548 -0.317735
0 64 -0.0378681 -0.271887
1 64 -0.0123996 -0.303471
0 65 -0.0348119 -0.270868
1 65 -0.00934343 -0.301434
0 66 -0.0511117 -0.267811
1 66 -0.0256432 -0.302452
0 67 -0.224297 -0.266792
1 67 -0.193735 -0.315698
0 68 -0.198829 -0.265773
1 68 -0.169285 -0.309584
0 69 -0.223278 -0.263736
1 69 -0.193735 -0.310603
0 70 -0.0470367 -0.263736
1 70 -0.0215683 -0.296339
0 71 -0.198829 -0.262717
1 71 -0.169285 -0.306528
0 72 0.465389 -0.262717
1 72 0.476595 -0.297358
0 73 0.462332 -0.261698
1 73 0.473538 -0.296339
0 74 0.451126 -0.25966
1 74 0.46437 -0.29532
0 75 -0.223278 -0.257623
1 75 -0.196791 -0.310603
0 76 -0.199847 -0.257623
1 76 -0.167248 -0.301434
0 77 -0.229391 -0.255585
1 77 -0.199847 -0.305509
0 78 -0.226335 -0.254566
1 78 -0.19781 -0.302452
0 79 -0.0612991 -0.254566
1 79 -0.0358306 -0.288188
0 80 0.443995 -0.254566
1 80 0.463351 -0.292264
0 81 -0.211054 -0.253547
1 81 -0.183548 -0.299396
0 82 -0.223278 -0.251509
1 82 -0.192716 -0.297358
0 83 -0.0164746 -0.25049
1 83 0.00797512 -0.282075
0 84 0.425658 -0.248453
1 84 0.438901 -0.284113
0 85 -0.0348119 -0.247434
1 85 -0.00934343 -0.280037
0 86 0.16588 -0.247434
1 86 0.191348 -0.288188
0 87 -0.201885 -0.246415
1 87 -0.174379 -0.29532
0 88 -0.177435 -0.246415
1 88 -0.149929 -0.291245
0 89 -0.174379 -0.246415
1 89 -0.146873 -0.291245
0 90 -0.0144371 -0.246415
1 90 0.00899385 -0.279019
0 91 -0.218185 -0.245396
1 91 -0.187623 -0.292264
0 92 -0.215129 -0.244377
1 92 -0.185585 -0.289207
0 93 -0.0317557 -0.244377
1 93 -0.00628722 -0.278
0 94 0.419545 -0.244377
1 94 0.435845 -0.282075
0 95 -0.18966 -0.241321
1 95 -0.166229 -0.28717
0 96 -0.0327744 -0.241321
1 96 -0.00934343 -0.276981
0 97 -0.0297182 -0.241321
1 97 -0.00628722 -0.274943
0 98 -0.193735 -0.239283
1 98 -0.166229 -0.284113
0 99 -0.171323 -0.238264
1 99 -0.143817 -0.283094
0 100 -0.207997 -0.236226
1 100 -0.175398 -0.279019
0 101 -0.171323 -0.234189
1 101 -0.143817 -0.280037
0 102 0.395096 -0.234189
1 102 0.408339 -0.269849
0 103 -0.164192 -0.23317
1 103 -0.137704 -0.280037
0 104 0.392039 -0.23317
1 104 0.405283 -0.26883
0 105 0.395096 -0.231132
1 105 0.408339 -0.266792
0 106 -0.156042 -0.230113
1 106 -0.129555 -0.273924
0 107 0.00186269 -0.230113
1 107 0.0263124 -0.262717
0 108 -0.179473 -0.229094
1 108 -0.151967 -0.274943
0 109 -0.152986 -0.229094
1 109 -0.126498 -0.272905
0 110 0.387964 -0.229094
1 110 0.396114 -0.261698
0 111 -0.192716 -0.228076
1 111 -0.16521 -0.274943
0 112 -0.198829 -0.227057
1 112 -0.168267 -0.272905
0 113 -0.174379 -0.227057
1 113 -0.148911 -0.272905
0 114 -0.195773 -0.226038
1 114 -0.16521 -0.271887
0 115 -0.170304 -0.226038
1 115 -0.138723 -0.266792
0 116 -0.179473 -0.222981
1 116 -0.155023 -0.271887
0 117 0.146523 -0.222981
1 117 0.166898 -0.25966
0 118 -0.149929 -0.221962
1 118 -0.123442 -0.266792
0 119 -0.162154 -0.218906
1 119 -0.135667 -0.265773
0 120 -0.187623 -0.217887
1 120 -0.161135 -0.265773
0 121 -0.159098 -0.217887
1 121 -0.132611 -0.263736
0 122 0.36759 -0.217887
1 122 0.377777 -0.253547
0 123 -0.184566 -0.215849
1 123 -0.158079 -0.261698
0 124 0.0171438 -0.21483
1 124 0.0436309 -0.252528
0 125 -0.155023 -0.212793
1 125 -0.128536 -0.258641
0 126 -0.149929 -0.212793
1 126 -0.128536 -0.261698
0 127 0.0140875 -0.212793
1 127 0.0364998 -0.246415
0 128 -0.133629 -0.211774
1 128 -0.108161 -0.255585
0 129 -0.130573 -0.210755
1 129 -0.105105 -0.254566
0 130 -0.179473 -0.208717
1 130 -0.152986 -0.256604
0 131 0.0334436 -0.208717
1 131 0.0558558 -0.243358
0 132 -0.129555 -0.207698
1 132 -0.105105 -0.251509
0 133 -0.170304 -0.206679
1 133 -0.141779 -0.252528
0 134 -0.158079 -0.204642
1 134 -0.131592 -0.251509
0 135 -0.126498 -0.203623
1 135 -0.102049 -0.249472
0 136 0.342121 -0.203623
1 136 0.355365 -0.239283
0 137 -0.137704 -0.199547
1 137 -0.112236 -0.245396
0 138 0.0232562 -0.199547
1 138 0.0436309 -0.238264
0 139 -0.213091 -0.198529
1 139 -0.177435 -0.217887
0 140 -0.147892 -0.198529
1 140 -0.122423 -0.244377
0 141 0.00186269 -0.19751
1 141 0.0242749 -0.234189
0 142 -0.143817 -0.196491
1 142 -0.118348 -0.241321
0 143 -0.131592 -0.194453
1 143 -0.107142 -0.239283
0 144 0.00288143 -0.194453
1 144 0.0252937 -0.231132
0 145 -0.143817 -0.193434
1 145 -0.11733 -0.238264
0 146 -0.127517 -0.191396
1 146 -0.102049 -0.237245
0 147 -0.111217 -0.191396
1 147 -0.0877863 -0.236226
0 148 -0.108161 -0.191396
1 148 -0.0847301 -0.235208
0 149 0.32684 -0.191396
1 149 0.339065 -0.227057
0 150 -0.140761 -0.189359
1 150 -0.116311 -0.235208
0 151 -0.107142 -0.18834
1 151 -0.0837113 -0.232151
0 152 0.130224 -0.18834
1 152 0.147542 -0.225019
0 153 0.0273311 -0.187321
1 153 0.0507621 -0.216868
0 154 0.316653 -0.187321
1 154 0.329896 -0.224
0 155 -0.498338 -0.185283
1 155 -0.44842 -0.211774
0 156 -0.495282 -0.185283
1 156 -0.443326 -0.212793
0 157 0.00695638 -0.185283
1 157 0.0283499 -0.224
0 158 -0.50445 -0.184264
1 158 -0.452495 -0.211774
0 159 -0.484075 -0.184264
1 159 -0.437213 -0.212793
0 160 0.142449 -0.184264
1 160 0.158748 -0.226038
0 161 -0.118348 -0.182227
1 161 -0.0949174 -0.229094
0 162 -0.115292 -0.181208
1 162 -0.0938987 -0.226038
0 163 0.142449 -0.181208
1 163 0.158748 -0.222981
0 164 -0.138723 -0.180189
1 164 -0.114273 -0.228076
0 165 0.142449 -0.178151
1 165 0.158748 -0.219925
0 166 0.0140875 -0.175095
1 166 0.0344623 -0.212793
0 167 0.295259 -0.175095
1 167 0.312578 -0.211774
0 168 -0.088805 -0.173057
1 168 -0.065374 -0.215849
0 169 0.292203 -0.173057
1 169 0.309522 -0.208717
0 170 -0.0857488 -0.172038
1 170 -0.0623178 -0.21483
0 171 0.0140875 -0.172038
1 171 0.035481 -0.209736
0 172 -0.104086 -0.17
1 172 -0.0806551 -0.213811
0 173 0.143467 -0.17
1 173 0.153655 -0.195472
0 174 -0.0857488 -0.168982
1 174 -0.0612991 -0.211774
0 175 0.289147 -0.168982
1 175 0.304428 -0.205661
0 176 -0.103067 -0.166944
1 176 -0.0755614 -0.211774
0 177 -0.122423 -0.165925
1 177 -0.0969549 -0.208717
0 178 0.0202 -0.165925
1 178 0.035481 -0.205661
0 179 0.0130688 -0.164906
1 179 0.0344623 -0.201585
0 180 0.0232562 -0.164906
1 180 0.0436309 -0.202604
0 181 -0.118348 -0.163887
1 181 -0.0938987 -0.211774
0 182 0.153655 -0.163887
1 182 0.170973 -0.204642
0 183 -0.0969549 -0.162868
1 183 -0.0745427 -0.208717
0 184 0.0232562 -0.161849
1 184 0.0436309 -0.199547
0 185 -0.11733 -0.160831
1 185 -0.0938987 -0.208717
0 186 0.271828 -0.160831
1 186 0.286091 -0.196491
0 187 -0.0755614 -0.156755
1 187 -0.046018 -0.19751
0 188 0.0303874 -0.156755
1 188 0.0497434 -0.195472
0 189 -0.065374 -0.153699
1 189 -0.0429618 -0.196491
0 190 0.0314061 -0.153699
1 190 0.0507621 -0.192415
0 191 0.264697 -0.153699
1 191 0.276922 -0.186302
0 192 -0.139742 -0.150642
1 192 -0.108161 -0.17
0 193 0.0324248 -0.150642
1 193 0.0507621 -0.189359
0 194 0.035481 -0.150642
1 194 0.0538183 -0.189359
0 195 0.035481 -0.147585
1 195 0.0548371 -0.186302
0 196 0.147542 -0.147585
1 196 0.163842 -0.189359
0 197 0.252472 -0.145548
1 197 0.273866 -0.184264
0 198 -0.0765801 -0.144529
1 198 -0.0541679 -0.189359
0 199 -0.0572241 -0.144529
1 199 -0.0368494 -0.187321
0 200 0.248397 -0.142491
1 200 0.263678 -0.181208
0 201 -0.0562054 -0.141472
1 201 -0.0337931 -0.184264
0 202 0.143467 -0.141472
1 202 0.160786 -0.186302
0 203 -0.387295 -0.140453
1 203 -0.346546 -0.165925
0 204 -0.10918 -0.140453
1 204 -0.088805 -0.189359
0 205 -0.0531492 -0.140453
1 205 -0.0307369 -0.183246
0 206 0.0487246 -0.138416
1 206 0.0650245 -0.185283
0 207 0.241266 -0.138416
1 207 0.258585 -0.174076
0 208 -0.09288 -0.137397
1 208 -0.0714865 -0.185283
0 209 -0.0490742 -0.137397
1 209 -0.0286995 -0.180189
0 210 0.10883 -0.137397
1 210 0.130224 -0.183246
0 211 -0.100011 -0.136378
1 211 -0.0806551 -0.181208
0 212 -0.046018 -0.136378
1 212 -0.0246245 -0.17917
0 213 0.0487246 -0.135359
1 213 0.0690994 -0.168982
0 214 -0.476944 -0.13434
1 214 -0.429064 -0.162868
0 215 -0.0663928 -0.13434
1 215 -0.0449993 -0.17917
0 216 0.0660432 -0.13434
1 216 0.0803055 -0.180189
0 217 -0.473888 -0.132303
1 217 -0.428045 -0.159812
0 218 -0.0439805 -0.132303
1 218 -0.0236058 -0.176114
0 219 0.142449 -0.132303
1 219 0.159767 -0.174076
0 220 0.148561 -0.132303
1 220 0.164861 -0.171019
0 221 -0.473888 -0.129246
1 221 -0.431101 -0.159812
0 222 0.228023 -0.129246
1 222 0.243304 -0.165925
0 223 -0.0796364 -0.12517
1 223 -0.0582429 -0.171019
0 224 -0.0938987 -0.124152
1 224 -0.0704677 -0.171019
0 225 0.223948 -0.124152
1 225 0.240247 -0.164906
0 226 -0.0806551 -0.122114
1 226 -0.0582429 -0.167963
0 227 -0.0775989 -0.122114
1 227 -0.0551866 -0.17
0 228 -0.0307369 -0.122114
1 228 -0.0113809 -0.163887
0 229 -0.151967 -0.121095
1 229 -0.120386 -0.141472
0 230 -0.0276807 -0.121095
1 230 -0.00832469 -0.162868
0 231 -0.0745427 -0.119057
1 231 -0.0531492 -0.165925
0 232 -0.0490742 -0.118038
1 232 -0.0276807 -0.162868
0 233 -0.0246245 -0.11702
1 233 -0.00628722 -0.159812
0 234 -0.0735239 -0.116001
1 234 -0.0521304 -0.162868
0 235 0.10068 -0.113963
1 235 0.117999 -0.154717
0 236 -0.0816738 -0.112944
1 236 -0.0602803 -0.158793
0 237 0.209685 -0.112944
1 237 0.224966 -0.149623
0 238 -0.0439805 -0.111925
1 238 -0.0215683 -0.157774
0 239 -0.0205496 -0.111925
1 239 -0.000174789 -0.153699
0 240 0.206629 -0.111925
1 240 0.22191 -0.149623
0 241 0.0996615 -0.110906
1 241 0.11698 -0.151661
0 242 -0.0409243 -0.109888
1 242 -0.0205496 -0.154717
0 243 -0.0164746 -0.108869
1 243 0.00593764 -0.149623
0 244 0.148561 -0.108869
1 244 0.16588 -0.14351
0 245 0.314615 -0.108869
1 245 0.329896 -0.137397
0 246 0.0986428 -0.10785
1 246 0.115961 -0.148604
0 247 -0.0103622 -0.106831
1 247 0.00899385 -0.148604
0 248 0.078268 -0.104793
1 248 0.0904929 -0.156755
0 249 0.0813243 -0.104793
1 249 0.0996615 -0.14351
0 250 -0.0602803 -0.101737
1 250 -0.0409243 -0.149623
0 251 0.0599308 -0.101737
1 251 0.0752118 -0.145548
0 252 0.319709 -0.100718
1 252 0.336009 -0.131284
0 253 0.307484 -0.0996989
1 253 0.323784 -0.132303
0 254 0.0741931 -0.0986801
1 254 0.0894742 -0.146567
0 255 0.211723 -0.0976612
1 255 0.231079 -0.144529
0 256 0.322765 -0.0976612
1 256 0.339065 -0.129246
0 257 -0.0674115 -0.0966423
1 257 -0.0449993 -0.140453
0 258 -0.0236058 -0.0956235
1 258 -0.003231 -0.139435
0 259 0.131242 -0.0946046
1 259 0.147542 -0.135359
0 260 0.181161 -0.0946046
1 260 0.200517 -0.133321
0 261 0.184217 -0.0946046
1 261 0.199498 -0.130265
0 262 0.187273 -0.0946046
1 262 0.208667 -0.137397
0 263 -0.0531492 -0.0935858
1 263 -0.0327744 -0.140453
0 264 -0.0195308 -0.0935858
1 264 -0.000174789 -0.138416
0 265 0.00186269 -0.0925669
1 265 0.0202 -0.136378
0 266 -0.00730596 -0.091548
1 266 0.0110313 -0.135359
0 267 0.086418 -0.091548
1 267 0.10068 -0.140453
0 268 0.0894742 -0.091548
1 268 0.105774 -0.131284
0 269 0.00797512 -0.0905292
1 269 0.0273311 -0.131284
0 270 -0.0195308 -0.0895103
1 270 -0.000174789 -0.135359
0 271 -0.00424974 -0.0895103
1 271 0.0151063 -0.133321
0 272 -0.0602803 -0.0884914
1 272 -0.0368494 -0.135359
0 273 -0.0164746 -0.0884914
1 273 0.00288143 -0.133321
0 274 -0.0113809 -0.0884914
1 274 0.00695638 -0.133321
0 275 -0.00730596 -0.0884914
1 275 0.0120501 -0.132303
0 276 0.148561 -0.0884914
1 276 0.16588 -0.126189
0 277 0.0100126 -0.0874726
1 277 0.0283499 -0.128227
0 278 0.293222 -0.0874726
1 278 0.309522 -0.118038
0 279 0.313597 -0.0874726
1 279 0.325821 -0.118038
0 280 -0.00730596 -0.084416
1 280 0.0120501 -0.128227
0 281 0.0772493 -0.084416
1 281 0.0955866 -0.127208
0 282 0.0884554 -0.084416
1 282 0.104755 -0.12517
0 283 0.0915116 -0.084416
1 283 0.107811 -0.12517
0 284 0.312578 -0.084416
1 284 0.328878 -0.118038
0 285 -0.0429618 -0.0833971
1 285 -0.0236058 -0.130265
0 286 0.0426122 -0.0833971
1 286 0.0527996 -0.14351
0 287 0.0803055 -0.0833971
1 287 0.0955866 -0.130265
0 288 -0.0399056 -0.0823783
1 288 -0.0205496 -0.130265
0 289 0.0915116 -0.0813594
1 289 0.107811 -0.122114
0 290 0.202554 -0.0813594
1 290 0.223948 -0.122114
0 291 -0.0409243 -0.0793217
1 291 -0.0236058 -0.127208
0 292 0.166898 -0.0793217
1 292 0.183198 -0.11702
0 293 0.182179 -0.0793217
1 293 0.199498 -0.127208
0 294 -0.003231 -0.0783028
1 294 0.0151063 -0.122114
0 295 -0.187623 -0.077284
1 295 -0.161135 -0.120076
0 296 0.163842 -0.077284
1 296 0.180142 -0.113963
0 297 0.160786 -0.0762651
1 297 0.177086 -0.112944
0 298 -0.207997 -0.0752462
1 298 -0.179473 -0.116001
0 299 -0.19781 -0.0752462
1 299 -0.171323 -0.119057
0 300 -0.167248 -0.0752462
1 300 -0.141779 -0.118038
0 301 -0.0368494 -0.0752462
1 301 -0.0185121 -0.123133
0 302 -0.00221227 -0.0752462
1 302 0.0181625 -0.121095
0 303 0.146523 -0.0752462
1 303 0.16588 -0.123133
0 304 0.15773 -0.0752462
1 304 0.167917 -0.110906
0 305 0.284053 -0.0752462
1 305 0.298315 -0.102756
0 306 0.082343 -0.0742274
1 306 0.0976241 -0.121095
0 307 -0.0399056 -0.0732085
1 307 -0.0205496 -0.119057
0 308 0.00797512 -0.0721897
1 308 0.0242749 -0.11702
0 309 0.0303874 -0.0721897
1 309 0.0477059 -0.112944
0 310 -0.142798 -0.0711708
1 310 -0.118348 -0.112944
0 311 0.0334436 -0.0711708
1 311 0.0507621 -0.111925
0 312 0.147542 -0.0711708
1 312 0.164861 -0.109888
0 313 0.203573 -0.0711708
1 313 0.212741 -0.12517
0 314 -0.219203 -0.0701519
1 314 -0.188641 -0.113963
0 315 -0.192716 -0.0701519
1 315 -0.166229 -0.112944
0 316 0.0853992 -0.0701519
1 316 0.102718 -0.114982
0 317 0.12513 -0.0701519
1 317 0.140411 -0.112944
0 318 0.00797512 -0.0691331
1 318 0.0252937 -0.113963
0 319 -0.195773 -0.0681142
1 319 -0.171323 -0.112944
0 320 0.147542 -0.0681142
1 320 0.164861 -0.106831
0 321 0.275903 -0.0681142
1 321 0.295259 -0.0996989
0 322 0.086418 -0.0670954
1 322 0.102718 -0.111925
0 323 0.233116 -0.0670954
1 323 0.24636 -0.113963
0 324 0.278959 -0.0660765
1 324 0.294241 -0.0966423
0 325 0.300353 -0.0660765
1 325 0.313597 -0.0996989
0 326 -0.216147 -0.0650576
1 326 -0.188641 -0.10785
0 327 -0.118348 -0.0650576
1 327 -0.0949174 -0.105812
0 328 0.147542 -0.0650576
1 328 0.164861 -0.103774
0 329 0.272847 -0.0650576
1 329 0.288128 -0.0935858
0 330 0.275903 -0.0650576
1 330 0.291184 -0.0956235
0 331 -0.0205496 -0.0640388
1 331 -0.00221227 -0.109888
0 332 -0.207997 -0.0630199
1 332 -0.177435 -0.10785
0 333 -0.201885 -0.0630199
1 333 -0.17336 -0.106831
0 334 -0.198829 -0.0630199
1 334 -0.170304 -0.10785
0 335 0.26266 -0.0630199
1 335 0.277941 -0.0905292
0 336 0.300353 -0.0630199
1 336 0.315634 -0.0935858
0 337 -0.183548 -0.062001
1 337 -0.163173 -0.113963
0 338 0.0171438 -0.062001
1 338 0.0344623 -0.105812
0 339 0.147542 -0.062001
1 339 0.161805 -0.104793
0 340 0.311559 -0.062001
1 340 0.327859 -0.0935858
0 341 -0.231428 -0.0609822
1 341 -0.204941 -0.103774
0 342 -0.228372 -0.0609822
1 342 -0.194754 -0.108869
0 343 -0.179473 -0.0609822
1 343 -0.158079 -0.104793
0 344 -0.234485 -0.0599633
1 344 -0.209016 -0.100718
0 345 0.0385373 -0.0599633
1 345 0.0599308 -0.103774
0 346 0.0487246 -0.0599633
1 346 0.0670619 -0.101737
0 347 0.0517809 -0.0599633
1 347 0.0701181 -0.0996989
0 348 0.0548371 -0.0599633
1 348 0.0731744 -0.0996989
0 349 0.312578 -0.0579256
1 349 0.328878 -0.0895103
0 350 -0.245691 -0.0569067
1 350 -0.218185 -0.0986801
0 351 0.0507621 -0.0569067
1 351 0.0690994 -0.0966423
0 352 0.0538183 -0.0569067
1 352 0.0721556 -0.0966423
0 353 0.0568745 -0.0558879
1 353 0.0752118 -0.0946046
0 354 -0.09288 -0.054869
1 354 -0.0704677 -0.0956235
0 355 0.0283499 -0.054869
1 355 0.0456684 -0.100718
0 356 0.138374 -0.054869
1 356 0.153655 -0.0935858
0 357 0.0945679 -0.0528313
1 357 0.109849 -0.0976612
0 358 0.14958 -0.0528313
1 358 0.164861 -0.100718
0 359 0.313597 -0.0528313
1 359 0.329896 -0.084416
0 360 -0.0205496 -0.0518124
1 360 0.00899385 -0.0884914
0 361 0.0293686 -0.0518124
1 361 0.0466872 -0.0956235
0 362 -0.249766 -0.0507936
1 362 -0.224297 -0.091548
0 363 -0.139742 -0.0507936
1 363 -0.115292 -0.0946046
0 364 -0.136686 -0.0497747
1 364 -0.112236 -0.0935858
0 365 -0.133629 -0.0497747
1 365 -0.10918 -0.0966423
0 366 0.0191812 -0.0487558
1 366 0.0375185 -0.0925669
0 367 0.120036 -0.047737
1 367 0.138374 -0.103774
0 368 0.256547 -0.047737
1 368 0.279978 -0.0874726
0 369 -0.122423 -0.0467181
1 369 -0.0959362 -0.0884914
0 370 0.058912 -0.0467181
1 370 0.0752118 -0.0895103
0 371 0.0701181 -0.0467181
1 371 0.0803055 -0.0874726
0 372 0.0966053 -0.0467181
1 372 0.110868 -0.0946046
0 373 0.0996615 -0.0467181
1 373 0.114943 -0.091548
0 374 0.129205 -0.0467181
1 374 0.145505 -0.0854349
0 375 0.253491 -0.0467181
1 375 0.267753 -0.077284
0 376 0.292203 -0.0467181
1 376 0.311559 -0.0813594
0 377 -0.0735239 -0.0456993
1 377 -0.0511117 -0.0854349
0 378 0.289147 -0.0456993
1 378 0.303409 -0.077284
0 379 -0.0317557 -0.0436615
1 379 -0.00526848 -0.0742274
0 380 -0.0286995 -0.0436615
1 380 -0.000174789 -0.0793217
0 381 0.0212187 -0.0436615
1 381 0.0385373 -0.0895103
0 382 0.0385373 -0.0436615
1 382 0.0558558 -0.0854349
0 383 0.315634 -0.0436615
1 383 0.323784 -0.084416
0 384 0.0415935 -0.0426427
1 384 0.058912 -0.0854349
0 385 0.0446497 -0.0426427
1 385 0.0619682 -0.084416
0 386 0.231079 -0.0426427
1 386 0.250435 -0.0711708
0 387 0.300353 -0.0426427
1 387 0.314615 -0.0752462
0 388 0.303409 -0.0426427
1 388 0.317672 -0.0742274
0 389 -0.118348 -0.0416238
1 389 -0.0949174 -0.0854349
0 390 0.159767 -0.0416238
1 390 0.171992 -0.091548
0 391 0.162823 -0.0416238
1 391 0.175048 -0.091548
0 392 -0.123442 -0.0406049
1 392 -0.0979736 -0.0854349
0 393 0.0222374 -0.0395861
1 393 0.039556 -0.084416
0 394 0.159767 -0.0385672
1 394 0.170973 -0.0884914
0 395 0.178104 -0.0385672
1 395 0.190329 -0.0905292
0 396 0.306465 -0.0385672
1 396 0.31869 -0.0711708
0 397 -0.10918 -0.0375484
1 397 -0.0857488 -0.0813594
0 398 0.0273311 -0.0375484
1 398 0.0446497 -0.0823783
0 399 0.0466872 -0.0375484
1 399 0.0640057 -0.0813594
0 400 0.0497434 -0.0375484
1 400 0.0670619 -0.0803406
0 401 -0.126498 -0.0365295
1 401 -0.103067 -0.077284
0 402 0.0314061 -0.0365295
1 402 0.0477059 -0.0813594
0 403 0.11698 -0.0365295
1 403 0.130224 -0.0854349
0 404 -0.0205496 -0.0355106
1 404 0.00899385 -0.0721897
0 405 0.102718 -0.0355106
1 405 0.115961 -0.0833971
0 406 0.308503 -0.0355106
1 406 0.321746 -0.0711708
0 407 -0.0562054 -0.0344918
1 407 -0.0348119 -0.0752462
0 408 -0.0531492 -0.0344918
1 408 -0.0317557 -0.0742274
0 409 -0.0337931 -0.0344918
1 409 -0.00628722 -0.0681142
0 410 0.120036 -0.0344918
1 410 0.13328 -0.084416
0 411 0.143467 -0.0344918
1 411 0.153655 -0.0793217
0 412 -0.12548 -0.0334729
1 412 -0.102049 -0.0742274
0 413 0.139392 -0.0334729
1 413 0.150598 -0.0793217
0 414 0.311559 -0.0334729
1 414 0.32684 -0.0681142
0 415 0.325821 -0.0334729
1 415 0.340084 -0.0670954
0 416 -0.0857488 -0.0324541
1 416 -0.065374 -0.0762651
0 417 0.12513 -0.0324541
1 417 0.139392 -0.0762651
0 418 0.0711369 -0.0314352
1 418 0.082343 -0.0803406
0 419 0.224966 -0.0304163
1 419 0.240247 -0.0569067
0 420 0.31054 -0.0304163
1 420 0.323784 -0.0681142
0 421 -0.346546 -0.0293975
1 421 -0.309871 -0.054869
0 422 -0.00526848 -0.0293975
1 422 0.0222374 -0.062001
0 423 0.101699 -0.0293975
1 423 0.115961 -0.0803406
0 424 0.167917 -0.0283786
1 424 0.182179 -0.0783028
0 425 0.224966 -0.0273597
1 425 0.243304 -0.0579256
0 426 0.0446497 -0.0263409
1 426 0.0670619 -0.0670954
0 427 0.0721556 -0.0263409
1 427 0.0853992 -0.0762651
0 428 0.101699 -0.0263409
1 428 0.115961 -0.077284
0 429 0.156711 -0.0263409
1 429 0.169954 -0.0783028
0 430 -0.0113809 -0.025322
1 430 0.0120501 -0.0579256
0 431 0.180142 -0.025322
1 431 0.195423 -0.0528313
0 432 0.321746 -0.025322
1 432 0.340084 -0.0640388
0 433 0.0915116 -0.0243032
